time,Open,High,Low,Close,Volume,Ret_5d,Ret_20d
2016-05-07,447.12,461.62,447.12,459.25,418352341.33987755,0.05243256869170665,0.09267190102307876
2016-05-11,459.28,461.75,450.33,452.18,672525013.6120929,0.0007967774777566383,0.04637386032304347
2016-05-15,454.73,457.84,454.73,457.84,514727783.64522,0.029339688392274965,0.047880618877597536
2016-05-19,454.89,454.89,440.54,440.54,626926267.8026723,-0.016432239339138066,0.04848037699026575
2016-05-23,441.89,443.18,438.68,443.18,378979422.05785537,-0.015811681101487896,0.071155798327452
2016-05-27,445.77,473.86,445.77,473.86,1609915743.8194053,0.031812738160043486,0.13012163129024557
2016-05-31,528.55,534.22,524.62,531.41,976889071.4702431,0.1752178336060859,0.2785343085362333
2016-06-03,539.17,570.44,538.83,570.44,947549857.3776044,0.24593744539577167,0.402468407336382
2016-06-07,573.53,585.56,573.53,577.91,995595869.9524367,0.3118218549961409,0.38229525449674706
2016-06-11,583.14,597.75,577.61,597.75,567638086.2563363,0.34877476420416076,0.40531327142353346
2016-06-15,671.71,704.29,671.71,693.23,1111645975.7525933,0.4629426412864559,0.6689457592026387
2016-06-19,765.46,765.46,749.42,764.05,1440147059.442583,0.4377787395796089,0.8270403405150768
2016-06-23,734.16,734.16,591.9,623.21,2950728708.757519,0.09250753804081047,0.48002754820936655
2016-06-27,661.42,666.06,629.31,648.3,1893446210.5502865,0.12180097246976174,0.53414738037768
2016-06-30,646.84,671.62,637.44,671.62,1557452114.6606188,0.1235800920117105,0.5620159546014838
2016-07-03,677.71,693.05,664.75,664.75,1980745475.1931427,-0.04108304603089885,0.5233632009533193
2016-07-07,678.7,678.7,638.62,638.62,2122556832.5577588,-0.1641646489104116,0.4134389801248286
2016-07-11,665.74,665.74,649.07,649.07,969355597.1380028,0.04149484122526914,0.4592729153083479
2016-07-15,670.95,670.95,658.15,665.69,915530669.9477481,0.026824001233996864,0.4862469301183301
2016-07-19,663.5,678.39,663.5,674.56,721148317.6858412,0.004377475358089411,0.49802353986231385
2016-07-23,670.89,670.89,651.09,655.42,749951409.4708184,-0.014035351635953375,0.4271529667936853
2016-07-27,660.85,660.85,651.31,655.62,701731382.8989863,0.02661989915755858,0.4499093281436597
2016-07-31,655.89,657.34,623.75,623.75,1034681070.1406333,-0.039009659975041244,0.3623755023589028
2016-08-03,605.75,605.75,517.13,567.38,2497221230.7124486,-0.14768135318241227,0.28791937168021065
2016-08-07,576.6,592.67,576.03,592.67,1119146426.823175,-0.12139765180265649,0.33731215307549967
2016-08-11,590.71,592.27,585.3,587.61,332761748.8841695,-0.10346037655243956,0.24004980373950113
2016-08-15,586.53,586.53,567.73,567.73,689576137.4962289,-0.13405631310820287,0.06834647447357045
2016-08-19,578.22,578.22,571.46,573.49,404401760.5949999,-0.08057715430861723,0.005346749877287671
2016-08-23,581.95,585.22,580.59,582.0,602216568.6591012,0.02576756318516682,0.007077226557768546
2016-08-27,577.89,578.1,568.58,568.58,445311513.3907298,-0.04064656554237589,-0.04879966541196146
2016-08-31,573.53,576.08,571.76,571.76,335483654.44544333,-0.026973673014414334,-0.17522323038529786
2016-09-03,571.59,596.2,571.59,596.2,561496914.7850986,0.05014707695559517,-0.2196845756167789
2016-09-07,608.69,614.33,606.64,614.33,597124132.7229276,0.07121309874627291,-0.014248808587795425
2016-09-11,625.47,625.47,605.32,605.32,1228662231.0267904,0.040068728522336894,-0.06629646768471376
2016-09-15,605.83,608.43,605.58,605.58,549080254.7260385,0.06507439586337904,-0.09832941246538218
2016-09-19,606.55,608.8,605.34,608.62,1272958790.4060755,0.06446760878690361,-0.08443775855584801
2016-09-23,607.77,607.77,594.96,601.89,1471656057.198137,0.009543777255954344,-0.05751464094453673
2016-09-27,601.27,606.1,599.31,604.21,1448434854.0194743,-0.01647323099962561,-0.0691142711880075
2016-09-30,603.55,608.26,603.55,608.26,1177411408.0724049,0.004856935174783583,-0.08627138758280894
2016-10-03,614.06,614.06,610.36,611.96,767820466.9691538,0.010535354536147068,-0.0928012333965843
2016-10-07,609.24,616.22,609.24,616.22,1104537956.2128787,0.01248726627452279,-0.05980897744957425
2016-10-11,616.53,640.7,614.31,640.7,2996984110.275397,0.06448022063832282,-0.02275708489673889
2016-10-15,635.62,638.18,634.62,637.21,1644480561.890038,0.05461677231426165,0.021579158316633373
2016-10-19,640.19,640.19,628.44,628.44,1955775379.9281862,0.033176602110939424,0.1076174697733443
2016-10-23,628.54,652.09,628.54,649.63,3643525162.781228,0.06155631086999147,0.09610744596487097
2016-10-27,648.77,683.37,648.77,683.37,5041475157.287174,0.1089708221089869,0.16296523204166036
2016-10-31,687.56,715.41,687.56,698.58,6861251336.346381,0.09033869205556422,0.23047927712116678
2016-11-03,729.2,734.16,686.06,686.06,10469111039.375326,0.07666232482227198,0.19628938603986112
2016-11-07,702.11,712.13,702.11,706.09,3299753094.2893806,0.12355992616638023,0.21321305841924398
2016-11-11,708.94,721.18,708.94,715.64,3576474207.6949515,0.10161168665240217,0.2586443420450948
2016-11-15,703.76,712.16,702.35,712.16,7530105088.629448,0.042129446712615426,0.24555757660556865
2016-11-19,740.9,750.41,738.48,750.41,3235133019.0516033,0.07419336368060914,0.2586548138208653
2016-11-23,728.37,748.12,728.37,741.17,3775381682.6307497,0.08032825117336673,0.20646883596763943
2016-11-27,736.75,738.2,727.76,727.76,2688074106.338304,0.030690138650880217,0.2022731778233
2016-11-30,731.84,742.36,731.81,742.36,4489070914.743196,0.03733720865239509,0.22586611182667848
2016-12-03,753.06,771.17,753.06,764.83,2869024714.2296567,0.07395809930352737,0.2566626137819987
2016-12-07,766.37,766.37,752.24,763.91,2603948961.3748693,0.01799016537626108,0.26918539932545804
2016-12-11,768.67,773.13,768.23,768.23,5508375144.4026575,0.03650984254624445,0.27146190893894495
2016-12-15,778.43,778.43,775.57,775.57,1345904094.1102343,0.06569473452786645,0.27506329530135143
2016-12-19,781.34,790.12,781.34,790.12,1102832366.9469736,0.06433536289670783,0.2911301392247858
2016-12-23,799.72,917.1,799.72,917.1,5647399305.622811,0.1990899938548436,0.4882671773068059
2016-12-27,891.68,929.12,891.68,929.12,4597863955.069579,0.2162689322040554,0.4501638832526922
2016-12-31,977.14,977.14,960.93,966.57,3381572989.475814,0.25817788943415376,0.5168782661916793
2017-01-03,998.05,1035.53,998.05,1035.53,4399421326.952804,0.3351857343631135,0.6477786264400736
2017-01-07,1130.85,1130.85,894.03,900.08,7496626398.452948,0.1391687338632106,0.3855271462216956
2017-01-11,908.09,908.09,784.28,784.28,5258603516.371743,-0.14482608221567994,0.14766524723063634
2017-01-15,799.43,824.5,799.43,821.91,923896735.4232056,-0.11538875495092138,0.17654384608777796
2017-01-19,828.31,904.15,828.31,896.89,875858520.4030075,-0.07208996761745146,0.3073054834854094
2017-01-23,891.46,919.68,891.46,918.91,467022882.86124325,-0.11261865904416102,0.3014063363027375
2017-01-27,885.79,918.29,885.79,918.29,49029317.21219829,0.020231534974668897,0.28317310379520433
2017-01-31,920.25,968.27,914.14,968.27,101775253.2428098,0.2345973376855206,0.35962424174342855
2017-02-03,986.57,1015.44,986.57,1015.44,138411478.18957058,0.23546373690550082,0.35318026145707027
2017-02-07,1033.63,1051.5,1016.93,1051.5,89525304.92230712,0.17238457335905188,0.4187028616916497
2017-02-11,1055.3,1055.3,981.7,1010.95,61189139.07653336,0.10016214863261919,0.3891255358909531
2017-02-15,1000.52,1010.1,996.1,1008.88,38397960.040879354,0.09865075303008863,0.3590171884261004
2017-02-19,1034.9,1058.58,1034.9,1053.5,37478366.695671685,0.08802296880002491,0.3774302786240078
2017-02-23,1082.02,1185.65,1082.02,1185.65,132273779.09306018,0.16762191759237388,0.552080742495844
2017-02-27,1180.87,1193.13,1149.4,1193.13,87503104.90059088,0.13469329529243956,0.5530895695299587
2017-02-28,1190.33,1289.54,1190.33,1289.54,139855221.83568653,0.27557248132944245,0.66269969183955
2017-03-07,1268.81,1280.99,1233.06,1233.06,213974224.53913003,0.22220680358417244,0.5605983901179568
2017-03-11,1149.63,1191.24,1100.01,1181.2,169071412.54824838,0.12121499762695787,0.287972958237924
2017-03-15,1230.56,1258.46,1230.56,1258.46,72763975.2935764,0.061409353519166654,0.3544644394696057
2017-03-19,1217.31,1217.31,961.96,1023.49,177388243.2413791,-0.14218065089302934,0.058888647485438206
2017-03-23,1036.33,1112.7,1029.14,1029.14,82048831.9755843,-0.20193247204429476,-0.00617075314090354
2017-03-27,940.02,1042.61,940.02,1042.61,138288339.0282277,-0.15445314907628183,0.15835259088081033
2017-03-31,1044.72,1078.27,1031.49,1078.27,133287124.42714268,-0.08714019641043014,0.37485336869485386
2017-04-03,1085.25,1139.31,1085.25,1139.31,131765236.03753588,-0.09467921109928013,0.38617366864985225
2017-04-07,1140.5,1194.21,1132.34,1189.78,90840184.05054909,0.16247349754272133,0.32656178572623173
2017-04-11,1182.27,1226.62,1182.27,1226.62,78899688.76011947,0.19188837281613758,0.3348641325048154
2017-04-15,1218.3,1218.3,1174.21,1180.32,53325277.000297464,0.13208198655297765,0.2853455879950777
2017-04-19,1186.31,1225.72,1186.31,1225.72,71343829.93791687,0.13674682593413534,0.2658865812221798
2017-04-23,1253.9,1254.99,1247.84,1247.84,84420564.20787704,0.09525941139812688,0.22886630426219168
2017-04-27,1249.96,1331.31,1249.96,1331.31,134993633.3799261,0.11895476474642375,0.26610556348074166
2017-04-30,1321.21,1349.89,1321.21,1349.89,86247238.96408871,0.10049567103096324,0.33526880656807956
2017-05-03,1408.45,1485.82,1408.45,1485.82,206154588.92349654,0.2588281144096516,0.472742050590754
2017-05-07,1499.36,1557.88,1499.36,1557.88,149859388.43444195,0.27099174362823497,0.4787660180351212
2017-05-11,1633.38,1808.78,1633.38,1808.78,313353159.7330766,0.4495287857417618,0.5255598195082865
2017-05-15,1700.77,1767.71,1696.13,1696.13,231039670.3102772,0.2740308418024353,0.42158021338831464
2017-05-19,1716.32,1972.9,1716.32,1972.9,279848678.0797178,0.46152649475142415,0.5299253997549516
2017-05-23,2043.42,2292.7,2043.42,2292.7,389402023.7389176,0.5430536673352089,0.859358019885488
2017-05-27,2448.13,2448.13,2082.85,2082.85,683119789.1268574,0.33697717410840355,0.7633338977311208
2017-05-31,2219.49,2329.08,2167.64,2329.08,416350458.7178713,0.2876524508232068,0.8507382038364348
2017-06-03,2436.04,2562.54,2436.04,2562.54,304803966.17644024,0.5108157983173458,1.5037274423785285
2017-06-07,2556.41,2903.44,2556.41,2716.06,717931660.7865304,0.37668406913680363,1.6391550226402622
2017-06-11,2824.2,3013.71,2817.06,3013.71,350197483.3404642,0.31448074322850794,1.8905439234229484
2017-06-15,2701.26,2736.19,2444.49,2444.49,845674827.7127961,0.1736274815757255,1.2670481419310562
2017-06-19,2513.81,2683.57,2513.81,2620.14,307738404.7993459,0.12496779844402073,1.2997603812834084
2017-06-23,2777.79,2777.79,2717.0,2737.75,187781433.42478496,0.06837356685163942,1.3010556573484173
2017-06-27,2618.42,2618.42,2488.19,2531.35,518735269.2034187,-0.06800659779239049,1.0636790530074514
2017-06-30,2575.44,2575.44,2490.75,2490.75,210111037.78145665,-0.17352698169366,1.1102328182187882
2017-07-03,2439.82,2576.71,2439.82,2576.71,304599469.9256256,0.054088991977876866,1.1022011552393693
2017-07-07,2611.0,2612.67,2509.22,2509.22,260711000.65693903,-0.04233361576098993,1.010850750096166
2017-07-11,2563.2,2563.2,2353.91,2353.91,420715282.36799073,-0.14020272121267474,0.7681156154464399
2017-07-15,2387.33,2387.33,2033.29,2033.29,463942211.44058734,-0.19675667134137909,0.5062634733200482
2017-07-19,1927.1,2303.89,1927.1,2274.62,577643323.797571,-0.08677306032319587,0.5308853023919451
2017-07-23,2766.83,2802.35,2658.07,2731.6,532874222.83885914,0.06011153758086851,0.753408478188307
2017-07-27,2751.35,2751.35,2507.39,2649.44,438390969.56700265,0.055881907525047625,0.46476630657128015
2017-07-31,2798.83,2871.37,2720.1,2871.37,438125892.5058857,0.21982998500367468,0.6928950021519575
2017-08-03,2737.76,2777.37,2697.85,2777.37,339104668.1906748,0.36594878251503715,0.4077601500329464
2017-08-07,2845.9,3356.71,2845.9,3356.71,695546889.0949574,0.4757234175378746,0.46408601212544176
2017-08-11,3410.45,3562.59,3330.9,3562.59,641330314.4333423,0.30421364767901604,0.7104400220851239
2017-08-15,3800.14,4175.7,3800.14,4149.31,1908427436.1044514,0.5661083096805364,0.7815231765332236
2017-08-19,4262.56,4286.92,4097.69,4115.21,1710080500.0248759,0.4331869456043631,0.6059105418842243
2017-08-23,4001.23,4069.08,3935.23,4069.08,801748251.0347502,0.4650838743127492,0.49815541630155447
2017-08-27,4167.29,4199.89,4116.47,4116.47,348607397.3713809,0.22634067286122428,0.3659144376864396
2017-08-31,4216.24,4702.94,4216.24,4702.94,675647444.6830037,0.3200901591258043,0.9238941456091045
2017-09-03,4863.19,4863.19,4556.6,4632.46,1007165501.0854648,0.11644104682465262,0.7680200294640744
2017-09-07,4317.19,4592.25,4317.19,4584.82,669892692.7226958,0.11411568303926156,0.674667153684595
2017-09-11,4285.21,4285.21,4132.66,4164.98,771493043.3837389,0.023567980968670854,0.6453591956860962
2017-09-15,4130.96,4130.96,3100.67,3587.94,3308099534.339308,-0.1283939880528706,0.440505871725384
2017-09-19,3606.28,4012.29,3553.43,3898.93,942656241.4373351,-0.1709590171254577,0.5131427285181491
2017-09-23,3858.02,3858.02,3622.18,3763.41,578068211.7796992,-0.18760010879748557,0.4998326173073704
2017-09-27,3672.31,4134.21,3672.31,4134.21,936452128.5755137,-0.0982830296500189,0.7563160868512391
2017-09-30,4134.88,4297.79,4130.42,4297.79,720251082.9981893,0.03188730798227124,1.1137122594415945
2017-10-03,4347.58,4383.33,4319.07,4319.07,760685985.6944162,0.20377431060720075,0.898809471472158
2017-10-07,4231.46,4405.02,4231.46,4405.02,468192424.3612093,0.1298022790868265,0.6126153170303121
2017-10-11,4562.32,4807.93,4562.32,4807.93,836737765.8088199,0.277546161592811,0.8146966906214144
2017-10-15,5331.62,5684.05,5331.62,5684.05,1665374310.9042103,0.3748817791065282,0.9795602795877927
2017-10-19,5728.93,5728.93,5592.78,5696.38,1229468606.297799,0.32542073949634576,1.050997886489737
2017-10-23,5952.77,6043.97,5952.77,5959.98,2039339670.519878,0.3799220665559946,0.7755421230907644
2017-10-27,5550.08,5883.05,5550.08,5775.52,1332315431.0582082,0.31112231045489014,0.621157640929773
2017-10-31,5734.31,6368.65,5734.31,6368.65,1800486324.20211,0.3246137110981231,0.5348696530266475
2017-11-03,6714.79,7234.74,6714.79,7234.74,2826731064.9064713,0.27281427855138496,0.7580487994537337
2017-11-07,7390.54,7416.27,7103.05,7166.74,1829995407.419026,0.25812182473781586,0.7612679033098391
2017-11-11,7461.82,7461.82,6365.4,6365.4,3148369501.39065,0.06802371820039665,0.5463248851564566
2017-11-15,5866.51,7297.67,5866.51,7297.67,2935591360.13778,0.2635520264841953,0.5517250911132188
2017-11-19,7814.94,8011.15,7783.54,8011.15,1572771188.84144,0.2579039513868717,0.7293511438846745
2017-11-23,8220.51,8257.12,8114.13,8117.66,1550586714.56084,0.12203893989279502,0.7705515156538316
2017-11-27,8278.13,9831.4,8278.13,9831.4,3629754499.83265,0.37180921869636685,1.3604915269701179
2017-11-30,10257.07,10406.19,9875.89,10406.19,7443964832.98962,0.634805353944764,1.9003244201408052
2017-12-03,10995.72,11256.7,10995.72,11256.7,5761492455.64625,0.5425060327474387,1.8871254421084762
2017-12-07,11634.98,18491.18,11634.98,18491.18,16482921408.0842,1.3081804734651081,3.913410975684287
2017-12-11,16908.0,17106.51,15266.43,17106.51,7710546749.544,1.1073203361559858,3.137794161399638
2017-12-15,17249.92,17978.63,16525.04,17978.63,6146229228.58011,0.8286947942307303,3.183226728155634
2017-12-19,19665.39,19665.39,18174.19,18174.19,6141309845.2726,0.7464787784962601,3.207894292058244
2017-12-23,17059.89,17059.89,14084.82,15241.92,5076754666.02441,0.35403093268897634,2.4601250391598675
2017-12-27,14451.11,16616.68,14302.75,16373.08,4950722889.35151,-0.11454650271102229,2.4054322754283026
2017-12-31,15067.9,15096.56,13620.36,14839.59,2921202870.14992,-0.13251797122849718,1.6107423404086876
2018-01-03,14093.61,15583.89,14093.61,15583.89,3310355625.1255913,-0.13319924821857954,1.735753232754837
2018-01-07,15976.37,18343.66,15976.37,17039.87,3044989246.796485,-0.06241378570379197,1.8590481847254523
2018-01-11,15900.37,15900.37,14050.57,14050.57,5833888113.053883,-0.07816272490604859,1.432780078676898
2018-01-15,14759.29,15193.31,14412.0,14412.0,3222958351.447812,-0.11977465449383984,1.2629599679680936
2018-01-19,11723.91,11758.47,11415.39,11758.47,4208563477.4581575,-0.2076283778729736,0.6252788628202257
2018-01-23,13260.27,13260.27,10894.0,10894.0,4779406610.509539,-0.3009447576952866,0.5200774689747361
2018-01-27,11277.12,11456.21,11044.91,11456.21,2894314081.3753986,-0.3276820773867406,0.7997627800295346
2018-01-31,11665.7,11665.7,9989.69,9989.69,3804947187.2286944,-0.28901887966110973,0.36888760385164043
2018-02-03,10114.5,10114.5,8830.16,8830.16,6813550017.173829,-0.3873050235914516,0.10223376169463805
2018-02-07,8994.91,8994.91,6852.05,7711.22,9152685412.95559,-0.34419869251696855,-0.05006861583264133
2018-02-11,7611.61,8650.72,7611.61,8574.68,3371677737.5319858,-0.21289884340003673,-0.12782716601908162
2018-02-15,8168.64,9428.03,8168.64,9428.03,3282094240.879327,-0.1770376066779501,-0.09399789932722735
2018-02-19,10112.58,11006.65,10112.58,10523.43,4740378626.743881,0.05342908538703406,-0.06514076061367902
2018-02-23,11103.09,11502.38,9973.59,10032.86,4626064156.354444,0.13620364749902625,-0.45742456673938603
2018-02-27,10301.88,10355.58,9699.52,10355.58,3646748812.403751,0.34292368782112304,-0.394640987553861
2018-02-28,10709.39,11098.08,10346.66,11098.08,3398119467.1062694,0.29428503454356303,-0.38270713619447094
2018-03-07,11356.04,11526.42,10727.72,10727.72,3618749298.786025,0.13785382524238887,-0.4097277512780487
2018-03-11,9999.68,9999.68,8890.87,8890.87,3260891795.801318,-0.15513573046050566,-0.41668306879973127
2018-03-15,9512.46,9512.46,8307.22,8307.22,4020163253.1929836,-0.17199881190408328,-0.4926293647865888
2018-03-19,8359.37,8520.01,8063.41,8217.84,4330642347.54297,-0.20643363288198247,-0.4462218969661561
2018-03-23,8640.52,8970.32,8640.52,8736.39,2931676659.5938525,-0.21280167380303627,-0.43939606863241465
2018-03-27,8824.59,8824.59,8186.2,8186.2,2972024162.97679,-0.23691147792820844,-0.5195855367441183
2018-03-31,7836.76,7930.78,6897.27,6897.27,4264255594.746104,-0.2242300247332376,-0.5091110182718566
2018-04-03,6975.28,7080.42,6836.57,7080.42,2253363912.1674647,-0.14767876618170694,-0.5087135720233139
2018-04-07,7464.36,7464.36,6628.75,6628.75,1840465005.5711513,-0.19337076409372778,-0.43625743825514707
2018-04-11,6884.48,6984.81,6778.49,6829.32,1550558592.492434,-0.21829039225584024,-0.37311180466311733
2018-04-15,6925.1,7897.72,6925.1,7897.72,2294693915.2394795,-0.03523979379932074,-0.31061668736868464
2018-04-19,8258.07,8258.07,7873.64,8097.42,2326968646.2908115,0.17400362752219345,-0.1894222943855115
2018-04-23,8277.46,8878.43,8277.46,8769.01,2503340749.6093006,0.23848726487976712,-0.006925129329479862
2018-04-27,8881.39,9716.49,8825.2,9221.87,3847600029.5564957,0.39119290967376963,0.19590285324501178
2018-04-30,8940.38,9325.63,8940.38,9325.63,2827554754.4722853,0.3655283395711433,0.08757761222576232
2018-05-03,9198.19,9198.19,9024.39,9122.65,2179558786.4918017,0.15509919318486842,-0.03239064788720458
2018-05-07,9551.14,9766.24,9551.14,9583.87,2626417557.0669236,0.18357081638349015,-0.08928267684585722
2018-05-11,9308.27,9308.27,8969.94,8969.94,2359598426.330252,0.02291364703655252,-0.10594386844827897
2018-05-15,8405.56,8696.97,8405.56,8696.97,3143239503.891285,-0.05691904136579684,-0.16016582364290566
2018-05-19,8473.35,8473.35,8056.05,8202.83,2127912775.3863177,-0.12039937248207355,-0.26087845825584244
2018-05-23,8180.63,8443.26,8009.3,8009.3,1895031387.309464,-0.12204238899881059,-0.2534014683455571
2018-05-27,7556.32,7563.44,7328.87,7328.87,1289488237.4471545,-0.23529117152048185,-0.17568584401751464
2018-05-31,7326.64,7451.23,7111.07,7380.85,1772428207.794572,-0.17715726080664973,-0.11151383976829787
2018-06-03,7460.17,7567.51,7460.17,7567.51,1531230053.8451543,-0.12986821847149055,-0.07913636673383762
2018-06-07,7639.88,7639.88,7463.65,7605.58,1562705992.3836496,-0.07281023744244364,-0.12943675820333111
2018-06-11,7613.78,7613.78,6767.5,6767.5,2788497500.7839518,-0.1550447604659584,-0.17330385282548677
2018-06-15,6880.13,6880.13,6334.1,6644.72,2354179149.4928327,-0.0933499980215231,-0.03661593645021877
2018-06-19,6406.81,6677.53,6406.81,6677.53,1750367371.2555826,-0.09528983789129986,-0.05690199168975851
2018-06-23,6708.68,6714.38,6088.58,6088.58,2932411240.2020984,-0.19543152238979533,-0.08148896850839149
2018-06-27,6169.44,6241.85,6069.87,6069.87,3248018159.5091834,-0.20191885431485834,-0.11120433659573714
2018-06-30,6117.04,6182.26,5879.99,6182.26,2341618860.2006936,-0.08647801994828219,-0.2172095237612881
2018-07-03,6366.5,6595.55,6312.88,6595.55,3392521918.1209335,-0.007399860340240094,-0.1854751266452771
2018-07-07,6497.61,6603.29,6497.61,6603.29,4742128037.640009,-0.011117883408985008,-0.2469742878614576
2018-07-11,6759.84,6759.84,6303.38,6303.38,4358427107.61466,0.03527916197208558,-0.3164748581361482
2018-07-15,6373.23,6373.23,6230.59,6246.14,3709146622.835988,0.029040160662419545,-0.3302179048493238
2018-07-19,6349.7,7334.77,6349.7,7334.77,4843025304.5135565,0.18642211747807447,-0.19598252700695518
2018-07-23,7442.8,7442.8,7331.87,7395.87,5717881945.865358,0.12134242026821118,-0.2283002586637758
2018-07-27,7705.0,8422.37,7705.0,7929.08,3429994449.907072,0.20077718834096325,-0.11603868030332432
2018-07-31,8145.33,8197.59,8145.33,8185.92,3497813384.6209693,0.2986556418937141,-0.05876184464244438
2018-08-03,7738.25,7738.25,7540.63,7540.63,6834800615.470859,0.20724639537378287,-0.08072823647448502
2018-08-07,7411.67,7411.67,6926.12,6926.12,6927841831.688437,-0.05571408510423648,-0.13524028317081394
2018-08-11,6711.73,6711.73,6166.59,6166.59,6731245061.318041,-0.16621168300686728,-0.15858925045743744
2018-08-15,6205.22,6318.41,6205.22,6212.23,7179484727.419351,-0.2165257507806707,-0.15833135749947513
2018-08-19,6267.77,6566.72,6267.77,6382.06,5616965845.869809,-0.22036130331105108,-0.15664994165848478
2018-08-23,6475.49,6475.49,6242.88,6336.66,6759411527.692144,-0.15966437817529833,-0.16684066172468115
2018-08-27,6521.07,6736.04,6521.07,6728.29,5215045899.16829,-0.02856288946769614,-0.005793867750277015
2018-08-31,6911.1,7075.98,6911.1,7024.15,6587864491.268964,0.13906551270637402,0.05710248136866558
2018-09-03,7027.63,7305.27,7027.63,7305.27,6640164154.549976,0.1759496992223406,0.0940078142666525
2018-09-07,7260.9,7359.46,6498.28,6498.28,6558109770.577363,0.01821042108660831,0.06728990996258566
2018-09-11,6397.82,6397.82,6181.19,6308.14,4504626593.565221,-0.004500793793575708,0.03925454746147783
2018-09-15,6278.92,6500.01,6278.92,6500.01,5350596522.1363,-0.03392838299181511,0.05139706191586901
2018-09-19,6530.22,6530.22,6250.12,6347.07,4472798160.224327,-0.09639315789099034,-0.037673886180834115
2018-09-23,6383.75,6753.83,6383.75,6747.03,5159534298.571353,-0.0764160667572863,0.021767936892064466
2018-09-27,6711.03,6711.03,6441.31,6462.8,3788299697.410916,-0.005459906313670659,0.02529119297900495
2018-09-30,6704.7,6704.7,6606.07,6606.07,2294291064.4914503,0.04722945273884216,0.05762438882253673
2018-10-03,6626.04,6626.04,6524.61,6524.61,2035903501.1612606,0.0037846095621389964,-0.11045472455169025
2018-10-07,6499.26,6621.19,6499.26,6589.12,1464404365.51708,0.03813570671191591,-0.10908114934416102
2018-10-11,6584.83,6653.09,6582.46,6582.46,2070407901.7011054,-0.0243914729888558,-0.16983307016703075
2018-10-15,6234.37,6328.55,6234.37,6328.55,1847113723.7353718,-0.020772730086030866,-0.22689813728939445
2018-10-19,6659.88,6659.88,6517.51,6517.51,2625598930.5728407,-0.013405852496264692,-0.1356809709533553
2018-10-23,6483.83,6532.68,6483.83,6512.59,2655159954.716826,-0.0018422557057049538,-0.05970586706554315
2018-10-27,6472.8,6481.44,6458.19,6468.83,2698016930.8820057,-0.01825585207129332,0.049012501236501915
2018-10-31,6457.06,6481.32,6292.65,6331.78,1962209613.9889975,-0.03808302671037889,0.019244297136455035
2018-11-03,6366.72,6425.44,6366.72,6425.44,2675454291.399585,0.015309984119584952,0.0067971783405356145
2018-11-07,6388.19,6474.85,6351.06,6474.85,3408876943.8566713,-0.006545444502578435,0.021808018735422152
2018-11-11,6574.8,6574.8,6413.78,6429.9,1672332107.6089764,-0.012696945454880537,-0.044348564048220296
2018-11-15,6434.28,6434.28,5788.61,5788.61,5690409836.804629,-0.10515348215983422,-0.17589886320764792
2018-11-19,5686.54,5686.54,5599.19,5638.86,2422604400.7507744,-0.1094352614904498,-0.22811066531421842
2018-11-23,4889.2,4889.2,4307.39,4307.39,3055231902.513544,-0.3296350133220448,-0.33714921486916527
2018-11-27,4376.9,4376.9,3811.92,3811.92,4652103083.720623,-0.41127284801964525,-0.39571410907177074
2018-11-30,3832.92,4279.48,3832.92,4279.48,4313265392.487118,-0.3344406600413693,-0.3416194744315779
2018-12-03,4009.69,4189.57,4009.69,4124.59,3242289555.8219714,-0.2874645208435185,-0.35015841955421945
2018-12-07,3878.84,3943.69,3466.76,3466.76,3672494312.3177876,-0.3852019734485338,-0.48617984505775125
2018-12-11,3408.52,3550.55,3408.52,3433.81,2614506143.32925,-0.20280959003015753,-0.46868075756637995
2018-12-15,3378.81,3438.1,3216.63,3216.63,2663819604.586118,-0.15616539696530884,-0.5130796373638185
2018-12-19,3221.98,3655.78,3217.05,3655.78,3898845061.80057,-0.1457420060381166,-0.43969371349398656
2018-12-23,3687.75,4065.1,3687.75,3960.57,3568245607.7466927,-0.039766376779267754,-0.3989227696566461
2018-12-27,3941.62,4021.99,3759.18,3781.61,3568561115.8269877,0.09081967023964732,-0.4255020159636367
2018-12-31,3587.7,3854.42,3587.7,3809.73,3109685385.4562902,0.10947606303202573,-0.398009022603914
2019-01-03,3692.53,3872.17,3692.53,3872.17,3263469039.3230205,0.2037971417290767,-0.4058820009482149
2019-01-07,3776.53,4013.52,3776.53,4013.52,3435733235.508936,0.09785599789921706,-0.38372905403226676
2019-01-11,3989.67,3989.67,3623.85,3623.85,4144535969.992497,-0.0850180655814694,-0.43979823244698035
2019-01-15,3632.85,3648.05,3495.83,3648.05,3101461657.547051,-0.03531829035781053,-0.42385079709023366
2019-01-19,3567.8,3620.98,3567.8,3597.79,2649449860.3668847,-0.05563123895919131,-0.44007103015513327
2019-01-23,3674.59,3674.59,3531.0,3571.27,2718371971.9030104,-0.07770836507694656,-0.44843973219456823
2019-01-27,3555.7,3565.64,3555.7,3563.61,2548165746.089901,-0.11209860670932248,-0.44577520645733215
2019-01-31,3553.12,3553.12,3413.38,3457.88,4973814467.106895,-0.0457993570374049,-0.40264070303578925
2019-02-03,3431.94,3486.58,3431.94,3486.58,3310421843.82123,-0.04426200298789773,-0.38168707859390016
2019-02-07,3454.03,3469.89,3405.84,3405.84,4211212356.0140643,-0.05335219676523639,-0.2093030814483945
2019-02-11,3394.01,3675.69,3394.01,3675.69,5081021129.885805,0.029238898207080366,-0.035737895863501845
