Date,Open,High,Low,Close,Volume,Ret_5d,Ret_20d,ma
2016-08-03,605.75,605.75,517.13,567.38,2497221230.7124486,-0.1476813531824122,0.2879193716802106,619.491
2016-08-07,576.6,592.67,576.03,592.67,1119146426.823175,-0.1213976518026564,0.3373121530754996,626.9655
2016-08-11,590.71,592.27,585.3,587.61,332761748.8841695,-0.1034603765524395,0.2400498037395011,632.653
2016-08-15,586.53,586.53,567.73,567.73,689576137.4962289,-0.1340563131082028,0.0683464744735704,634.469
2016-08-19,578.22,578.22,571.46,573.49,404401760.5949999,-0.0805771543086172,0.0053467498772876,634.6215
2016-08-23,581.95,585.22,580.59,582.0,602216568.6591012,0.0257675631851668,0.0070772265577685,634.826
2016-08-27,577.89,578.1,568.58,568.58,445311513.3907298,-0.0406465655423758,-0.0487996654119614,633.3675000000001
2016-08-31,573.53,576.08,571.76,571.76,335483654.44544333,-0.0269736730144143,-0.1752232303852978,627.2940000000001
2016-09-03,571.59,596.2,571.59,596.2,561496914.7850986,0.0501470769555951,-0.2196845756167789,618.9014999999999
2016-09-07,608.69,614.33,606.64,614.33,597124132.7229276,0.0712130987462729,-0.0142488085877954,618.4575
2016-09-11,625.47,625.47,605.32,605.32,1228662231.0267904,0.0400687285223368,-0.0662964676847137,616.3085
2016-09-15,605.83,608.43,605.58,605.58,549080254.7260385,0.065074395863379,-0.0983294124653821,613.0065000000001
2016-09-19,606.55,608.8,605.34,608.62,1272958790.4060757,0.0644676087869036,-0.084437758555848,610.2
2016-09-23,607.77,607.77,594.96,601.89,1471656057.198137,0.0095437772559543,-0.0575146409445367,608.3635
2016-09-27,601.27,606.1,599.31,604.21,1448434854.0194745,-0.0164732309996256,-0.0691142711880075,606.1205
2016-09-30,603.55,608.26,603.55,608.26,1177411408.0724049,0.0048569351747835,-0.0862713875828089,603.249
2016-10-03,614.06,614.06,610.36,611.96,767820466.9691538,0.010535354536147,-0.0928012333965843,600.1189999999999
2016-10-07,609.24,616.22,609.24,616.22,1104537956.2128787,0.0124872662745227,-0.0598089774495742,598.159
2016-10-11,616.53,640.7,614.31,640.7,2996984110.275397,0.0644802206383228,-0.0227570848967388,597.413
2016-10-15,635.62,638.18,634.62,637.21,1644480561.890038,0.0546167723142616,0.0215791583166333,598.086
2016-10-19,640.19,640.19,628.44,628.44,1955775379.9281864,0.0331766021109394,0.1076174697733443,601.139
2016-10-23,628.54,652.09,628.54,649.63,3643525162.781228,0.0615563108699914,0.0961074459648709,603.987
2016-10-27,648.77,683.37,648.77,683.37,5041475157.287174,0.1089708221089869,0.1629652320416603,608.7750000000001
2016-10-31,687.56,715.41,687.56,698.58,6861251336.346381,0.0903386920555642,0.2304792771211667,615.3175
2016-11-03,729.2,734.16,686.06,686.06,10469111039.375326,0.0766623248222719,0.1962893860398611,620.946
2016-11-07,702.11,712.13,702.11,706.09,3299753094.289381,0.1235599261663802,0.2132130584192439,627.1505
2016-11-11,708.94,721.18,708.94,715.64,3576474207.6949515,0.1016116866524021,0.2586443420450948,634.5035
2016-11-15,703.76,712.16,702.35,712.16,7530105088.629448,0.0421294467126154,0.2455575766055686,641.5235
2016-11-19,740.9,750.41,738.48,750.41,3235133019.051604,0.0741933636806091,0.2586548138208653,649.234
2016-11-23,728.37,748.12,728.37,741.17,3775381682.6307497,0.0803282511733667,0.2064688359676394,655.576
2016-11-27,736.75,738.2,727.76,727.76,2688074106.338304,0.0306901386508802,0.2022731778233,661.698
2016-11-30,731.84,742.36,731.81,742.36,4489070914.743196,0.037337208652395,0.2258661118266784,668.537
2016-12-03,753.06,771.17,753.06,764.83,2869024714.2296567,0.0739580993035273,0.2566626137819987,676.3475000000001
2016-12-07,766.37,766.37,752.24,763.91,2603948961.3748693,0.017990165376261,0.269185399325458,684.4485
2016-12-11,768.67,773.13,768.23,768.23,5508375144.4026575,0.0365098425462444,0.2714619089389449,692.6495
2016-12-15,778.43,778.43,775.57,775.57,1345904094.1102345,0.0656947345278664,0.2750632953013514,701.015
2016-12-19,781.34,790.12,781.34,790.12,1102832366.9469736,0.0643353628967078,0.2911301392247858,709.923
2016-12-23,799.72,917.1,799.72,917.1,5647399305.622811,0.1990899938548436,0.4882671773068059,724.967
2016-12-27,891.68,929.12,891.68,929.12,4597863955.069579,0.2162689322040554,0.4501638832526922,739.388
2016-12-31,977.14,977.14,960.93,966.57,3381572989.475814,0.2581778894341537,0.5168782661916793,755.856
2017-01-03,998.05,1035.53,998.05,1035.53,4399421326.952804,0.3351857343631135,0.6477786264400736,776.2104999999999
2017-01-07,1130.85,1130.85,894.03,900.08,7496626398.452948,0.1391687338632106,0.3855271462216956,788.733
2017-01-11,908.09,908.09,784.28,784.28,5258603516.371743,-0.1448260822156799,0.1476652472306363,793.7785
2017-01-15,799.43,824.5,799.43,821.91,923896735.4232056,-0.1153887549509213,0.1765438460877779,799.9449999999999
2017-01-19,828.31,904.15,828.31,896.89,875858520.4030075,-0.0720899676174514,0.3073054834854094,810.4865
2017-01-23,891.46,919.68,891.46,918.91,467022882.8612433,-0.112618659044161,0.3014063363027375,821.1274999999999
2017-01-27,885.79,918.29,885.79,918.29,49029317.21219829,0.0202315349746688,0.2831731037952043,831.26
2017-01-31,920.25,968.27,914.14,968.27,101775253.2428098,0.2345973376855206,0.3596242417434285,844.0655
2017-02-03,986.57,1015.44,986.57,1015.44,138411478.18957058,0.2354637369055008,0.3531802614570702,857.317
2017-02-07,1033.63,1051.5,1016.93,1051.5,89525304.92230712,0.1723845733590518,0.4187028616916497,872.8335
2017-02-11,1055.3,1055.3,981.7,1010.95,61189139.07653336,0.1001621486326191,0.3891255358909531,886.993
2017-02-15,1000.52,1010.1,996.1,1008.88,38397960.04087936,0.0986507530300886,0.3590171884261004,900.3190000000001
2017-02-19,1034.9,1058.58,1034.9,1053.5,37478366.695671685,0.0880229688000249,0.3774302786240078,914.7525000000002
2017-02-23,1082.02,1185.65,1082.02,1185.65,132273779.09306018,0.1676219175923738,0.552080742495844,935.8394999999998
2017-02-27,1180.87,1193.13,1149.4,1193.13,87503104.90059088,0.1346932952924395,0.5530895695299587,957.0844999999999
2017-02-28,1190.33,1289.54,1190.33,1289.54,139855221.83568653,0.2755724813294424,0.66269969183955,982.783
2017-03-07,1268.81,1280.99,1233.06,1233.06,213974224.53913003,0.2222068035841724,0.5605983901179568,1004.93
2017-03-11,1149.63,1191.24,1100.01,1181.2,169071412.54824838,0.1212149976269578,0.287972958237924,1018.135
2017-03-15,1230.56,1258.46,1230.56,1258.46,72763975.2935764,0.0614093535191666,0.3544644394696057,1034.602
2017-03-19,1217.31,1217.31,961.96,1023.49,177388243.2413791,-0.1421806508930293,0.0588886474854382,1037.4479999999999
2017-03-23,1036.33,1112.7,1029.14,1029.14,82048831.9755843,-0.2019324720442947,-0.0061707531409035,1037.1285
2017-03-27,940.02,1042.61,940.02,1042.61,138288339.0282277,-0.1544531490762818,0.1583525908808103,1044.2549999999999
2017-03-31,1044.72,1078.27,1031.49,1078.27,133287124.42714268,-0.0871401964104301,0.3748533686948538,1058.9545
2017-04-03,1085.25,1139.31,1085.25,1139.31,131765236.03753588,-0.0946792110992801,0.3861736686498522,1074.8245000000002
2017-04-07,1140.5,1194.21,1132.34,1189.78,90840184.05054908,0.1624734975427213,0.3265617857262317,1089.469
2017-04-11,1182.27,1226.62,1182.27,1226.62,78899688.76011947,0.1918883728161375,0.3348641325048154,1104.8545
2017-04-15,1218.3,1218.3,1174.21,1180.32,53325277.00029746,0.1320819865529776,0.2853455879950777,1117.956
2017-04-19,1186.31,1225.72,1186.31,1225.72,71343829.93791687,0.1367468259341353,0.2658865812221798,1130.8285
2017-04-23,1253.9,1254.99,1247.84,1247.84,84420564.20787704,0.0952594113981268,0.2288663042621916,1142.4485
2017-04-27,1249.96,1331.31,1249.96,1331.31,134993633.3799261,0.1189547647464237,0.2661055634807416,1156.4389999999999
2017-04-30,1321.21,1349.89,1321.21,1349.89,86247238.96408871,0.1004956710309632,0.3352688065680795,1173.386
2017-05-03,1408.45,1485.82,1408.45,1485.82,206154588.9234965,0.2588281144096516,0.472742050590754,1197.233
2017-05-07,1499.36,1557.88,1499.36,1557.88,149859388.43444195,0.2709917436282349,0.4787660180351212,1222.452
2017-05-11,1633.38,1808.78,1633.38,1808.78,313353159.7330766,0.4495287857417618,0.5255598195082865,1253.6085
2017-05-15,1700.77,1767.71,1696.13,1696.13,231039670.3102772,0.2740308418024353,0.4215802133883146,1278.7585000000001
2017-05-19,1716.32,1972.9,1716.32,1972.9,279848678.0797178,0.4615264947514241,0.5299253997549516,1312.9265
2017-05-23,2043.42,2292.7,2043.42,2292.7,389402023.7389176,0.5430536673352089,0.859358019885488,1365.9085
2017-05-27,2448.13,2448.13,2082.85,2082.85,683119789.1268574,0.3369771741084035,0.7633338977311208,1410.991
2017-05-31,2219.49,2329.08,2167.64,2329.08,416350458.7178713,0.2876524508232068,0.8507382038364348,1464.522
2017-06-03,2436.04,2562.54,2436.04,2562.54,304803966.17644024,0.5108157983173458,1.5037274423785283,1541.4745
2017-06-07,2556.41,2903.44,2556.41,2716.06,717931660.7865304,0.3766840691368036,1.6391550226402622,1625.8205
2017-06-11,2824.2,3013.71,2817.06,3013.71,350197483.3404642,0.3144807432285079,1.8905439234229484,1724.3755
2017-06-15,2701.26,2736.19,2444.49,2444.49,845674827.7127961,0.1736274815757255,1.2670481419310562,1792.6865000000003
2017-06-19,2513.81,2683.57,2513.81,2620.14,307738404.7993459,0.1249677984440207,1.2997603812834084,1866.7279999999998
2017-06-23,2777.79,2777.79,2717.0,2737.75,187781433.42478496,0.0683735668516394,1.301055657348417,1944.1264999999999
2017-06-27,2618.42,2618.42,2488.19,2531.35,518735269.2034187,-0.0680065977923904,1.0636790530074514,2009.3629999999998
2017-06-30,2575.44,2575.44,2490.75,2490.75,210111037.78145665,-0.17352698169366,1.1102328182187882,2074.8844999999997
2017-07-03,2439.82,2576.71,2439.82,2576.71,304599469.9256256,0.0540889919778768,1.1022011552393691,2142.434
2017-07-07,2611.0,2612.67,2509.22,2509.22,260711000.65693903,-0.0423336157609899,1.010850750096166,2205.5029999999997
2017-07-11,2563.2,2563.2,2353.91,2353.91,420715282.36799073,-0.1402027212126747,0.7681156154464399,2256.6330000000003
2017-07-15,2387.33,2387.33,2033.29,2033.29,463942211.44058734,-0.196756671341379,0.5062634733200482,2290.8030000000003
2017-07-19,1927.1,2303.89,1927.1,2274.62,577643323.797571,-0.0867730603231958,0.5308853023919451,2330.243
2017-07-23,2766.83,2802.35,2658.07,2731.6,532874222.8388592,0.0601115375808685,0.753408478188307,2388.9289999999996
2017-07-27,2751.35,2751.35,2507.39,2649.44,438390969.56700265,0.0558819075250476,0.4647663065712801,2430.962
2017-07-31,2798.83,2871.37,2720.1,2871.37,438125892.5058857,0.2198299850036746,0.6928950021519575,2489.724
2017-08-03,2737.76,2777.37,2697.85,2777.37,339104668.1906748,0.3659487825150371,0.4077601500329464,2529.9474999999998
2017-08-07,2845.9,3356.71,2845.9,3356.71,695546889.0949574,0.4757234175378746,0.4640860121254417,2583.148
2017-08-11,3410.45,3562.59,3330.9,3562.59,641330314.4333423,0.304213647679016,0.7104400220851239,2657.1349999999998
2017-08-15,3800.14,4175.7,3800.14,4149.31,1908427436.1044517,0.5661083096805364,0.7815231765332236,2748.1465
2017-08-19,4262.56,4286.92,4097.69,4115.21,1710080500.024876,0.4331869456043631,0.6059105418842243,2825.7799999999997
2017-08-23,4001.23,4069.08,3935.23,4069.08,801748251.0347502,0.4650838743127492,0.4981554163015544,2893.4309999999996
2017-08-27,4167.29,4199.89,4116.47,4116.47,348607397.3713809,0.2263406728612242,0.3659144376864396,2948.569
2017-08-31,4216.24,4702.94,4216.24,4702.94,675647444.6830037,0.3200901591258043,0.9238941456091044,3061.4915
2017-09-03,4863.19,4863.19,4556.6,4632.46,1007165501.0854648,0.1164410468246526,0.7680200294640744,3162.1075
2017-09-07,4317.19,4592.25,4317.19,4584.82,669892692.7226958,0.1141156830392615,0.674667153684595,3254.4610000000002
2017-09-11,4285.21,4285.21,4132.66,4164.98,771493043.3837389,0.0235679809686708,0.6453591956860962,3336.1425000000004
2017-09-15,4130.96,4130.96,3100.67,3587.94,3308099534.339308,-0.1283939880528706,0.440505871725384,3391.0019999999995
2017-09-19,3606.28,4012.29,3553.43,3898.93,942656241.4373353,-0.1709590171254577,0.5131427285181491,3457.113
2017-09-23,3858.02,3858.02,3622.18,3763.41,578068211.7796992,-0.1876001087974855,0.4998326173073704,3519.8224999999998
2017-09-27,3672.31,4134.21,3672.31,4134.21,936452128.5755136,-0.0982830296500189,0.7563160868512391,3608.8375
2017-09-30,4134.88,4297.79,4130.42,4297.79,720251082.9981893,0.0318873079822712,1.1137122594415945,3722.0625
2017-10-03,4347.58,4383.33,4319.07,4319.07,760685985.6944162,0.2037743106072007,0.898809471472158,3824.285
2017-10-07,4231.46,4405.02,4231.46,4405.02,468192424.3612093,0.1298022790868265,0.6126153170303121,3907.9559999999997
2017-10-11,4562.32,4807.93,4562.32,4807.93,836737765.8088199,0.277546161592811,0.8146966906214144,4015.8805
2017-10-15,5331.62,5684.05,5331.62,5684.05,1665374310.9042103,0.3748817791065282,0.9795602795877928,4156.5145
2017-10-19,5728.93,5728.93,5592.78,5696.38,1229468606.297799,0.3254207394963457,1.050997886489737,4302.464999999999
2017-10-23,5952.77,6043.97,5952.77,5959.98,2039339670.519878,0.3799220665559946,0.7755421230907644,4432.628500000001
2017-10-27,5550.08,5883.05,5550.08,5775.52,1332315431.0582082,0.3111223104548901,0.621157640929773,4543.275
2017-10-31,5734.31,6368.65,5734.31,6368.65,1800486324.20211,0.3246137110981231,0.5348696530266475,4654.242
2017-11-03,6714.79,7234.74,6714.79,7234.74,2826731064.9064717,0.2728142785513849,0.7580487994537337,4810.2185
2017-11-07,7390.54,7416.27,7103.05,7166.74,1829995407.419026,0.2581218247378158,0.7612679033098391,4965.1015
2017-11-11,7461.82,7461.82,6365.4,6365.4,3148369501.39065,0.0680237182003966,0.5463248851564566,5077.548
2017-11-15,5866.51,7297.67,5866.51,7297.67,2935591360.13778,0.2635520264841953,0.5517250911132188,5207.2845
2017-11-19,7814.94,8011.15,7783.54,8011.15,1572771188.84144,0.2579039513868717,0.7293511438846745,5376.219
2017-11-23,8220.51,8257.12,8114.13,8117.66,1550586714.56084,0.122038939892795,0.7705515156538316,5552.861
2017-11-27,8278.13,9831.4,8278.13,9831.4,3629754499.83265,0.3718092186963668,1.360491526970118,5836.182
2017-11-30,10257.07,10406.19,9875.89,10406.19,7443964832.98962,0.634805353944764,1.9003244201408047,6177.0945
2017-12-03,10995.72,11256.7,10995.72,11256.7,5761492455.64625,0.5425060327474387,1.887125442108476,6544.983
2017-12-07,11634.98,18491.18,11634.98,18491.18,16482921408.0842,1.308180473465108,3.913410975684287,7281.371499999999
2017-12-11,16908.0,17106.51,15266.43,17106.51,7710546749.544,1.1073203361559858,3.137794161399638,7929.986500000001
2017-12-15,17249.92,17978.63,16525.04,17978.63,6146229228.58011,0.8286947942307303,3.183226728155634,8614.0285
2017-12-19,19665.39,19665.39,18174.19,18174.19,6141309845.2726,0.7464787784962601,3.207894292058244,9306.7845
2017-12-23,17059.89,17059.89,14084.82,15241.92,5076754666.02441,0.3540309326889763,2.4601250391598675,9848.6295
2017-12-27,14451.11,16616.68,14302.75,16373.08,4950722889.35151,-0.1145465027110222,2.405432275428302,10426.887
2017-12-31,15067.9,15096.56,13620.36,14839.59,2921202870.14992,-0.1325179712284971,1.6107423404086876,10884.664
2018-01-03,14093.61,15583.89,14093.61,15583.89,3310355625.1255918,-0.1331992482185795,1.735753232754837,11379.039499999999
2018-01-07,15976.37,18343.66,15976.37,17039.87,3044989246.796485,-0.0624137857037919,1.8590481847254523,11933.034
2018-01-11,15900.37,15900.37,14050.57,14050.57,5833888113.053883,-0.0781627249060485,1.432780078676898,12346.786499999998
2018-01-15,14759.29,15193.31,14412.0,14412.0,3222958351.447812,-0.1197746544938398,1.2629599679680936,12748.954
2018-01-19,11723.91,11758.47,11415.39,11758.47,4208563477.4581575,-0.2076283778729736,0.6252788628202257,12975.1405
2018-01-23,13260.27,13260.27,10894.0,10894.0,4779406610.509539,-0.3009447576952866,0.5200774689747361,13161.5035
2018-01-27,11277.12,11456.21,11044.91,11456.21,2894314081.3753986,-0.3276820773867406,0.7997627800295346,13416.044
2018-01-31,11665.7,11665.7,9989.69,9989.69,3804947187.2286944,-0.2890188796611097,0.3688876038516404,13550.645
2018-02-03,10114.5,10114.5,8830.16,8830.16,6813550017.173829,-0.3873050235914516,0.102233761694638,13591.5955
2018-02-07,8994.91,8994.91,6852.05,7711.22,9152685412.95559,-0.3441986925169685,-0.0500686158326413,13571.273500000001
2018-02-11,7611.61,8650.72,7611.61,8574.68,3371677737.5319858,-0.2128988434000367,-0.1278271660190816,13508.4375
2018-02-15,8168.64,9428.03,8168.64,9428.03,3282094240.879327,-0.1770376066779501,-0.0939978993272273,13459.5295
2018-02-19,10112.58,11006.65,10112.58,10523.43,4740378626.743881,0.053429085387034,-0.065140760613679,13422.866
2018-02-23,11103.09,11502.38,9973.59,10032.86,4626064156.354444,0.1362036474990262,-0.457424566739386,12999.95
2018-02-27,10301.88,10355.58,9699.52,10355.58,3646748812.403751,0.342923687821123,-0.394640987553861,12662.4035
2018-02-28,10709.39,11098.08,10346.66,11098.08,3398119467.1062694,0.294285034543563,-0.3827071361944709,12318.376
2018-03-07,11356.04,11526.42,10727.72,10727.72,3618749298.786025,0.1378538252423888,-0.4097277512780487,11946.0525
2018-03-11,9999.68,9999.68,8890.87,8890.87,3260891795.801318,-0.1551357304605056,-0.4166830687997312,11628.5
2018-03-15,9512.46,9512.46,8307.22,8307.22,4020163253.192984,-0.1719988119040832,-0.4926293647865888,11225.206999999999
2018-03-19,8359.37,8520.01,8063.41,8217.84,4330642347.54297,-0.2064336328819824,-0.4462218969661561,10894.119499999999
2018-03-23,8640.52,8970.32,8640.52,8736.39,2931676659.5938525,-0.2128016738030362,-0.4393960686324146,10551.7445
2018-03-27,8824.59,8824.59,8186.2,8186.2,2972024162.97679,-0.2369114779282084,-0.5195855367441183,10109.061
2018-03-31,7836.76,7930.78,6897.27,6897.27,4264255594.746104,-0.2242300247332376,-0.5091110182718566,9751.396
2018-04-03,6975.28,7080.42,6836.57,7080.42,2253363912.1674647,-0.1476787661817069,-0.5087135720233139,9384.817
2018-04-07,7464.36,7464.36,6628.75,6628.75,1840465005.5711515,-0.1933707640937277,-0.436257438255147,9128.331
2018-04-11,6884.48,6984.81,6778.49,6829.32,1550558592.492434,-0.2182903922558402,-0.3731118046631173,8925.097
2018-04-15,6925.1,7897.72,6925.1,7897.72,2294693915.2394795,-0.0352397937993207,-0.3106166873686846,8747.1725
2018-04-19,8258.07,8258.07,7873.64,8097.42,2326968646.2908115,0.1740036275221934,-0.1894222943855115,8652.559000000001
2018-04-23,8277.46,8878.43,8277.46,8769.01,2503340749.6093006,0.2384872648797671,-0.0069251293294798,8649.5015
2018-04-27,8881.39,9716.49,8825.2,9221.87,3847600029.556496,0.3911929096737696,0.1959028532450117,8725.034
2018-04-30,8940.38,9325.63,8940.38,9325.63,2827554754.4722853,0.3655283395711433,0.0875776122257623,8762.5815
2018-05-03,9198.19,9198.19,9024.39,9122.65,2179558786.4918017,0.1550991931848684,-0.0323906478872045,8747.3125
2018-05-07,9551.14,9766.24,9551.14,9583.87,2626417557.066924,0.1835708163834901,-0.0892826768458572,8700.3345
2018-05-11,9308.27,9308.27,8969.94,8969.94,2359598426.330252,0.0229136470365525,-0.1059438684482789,8647.1885
2018-05-15,8405.56,8696.97,8405.56,8696.97,3143239503.891285,-0.0569190413657968,-0.1601658236429056,8564.257999999998
2018-05-19,8473.35,8473.35,8056.05,8202.83,2127912775.3863175,-0.1203993724820735,-0.2608784582558424,8419.4955
2018-05-23,8180.63,8443.26,8009.3,8009.3,1895031387.309464,-0.1220423889988105,-0.2534014683455571,8283.574499999999
2018-05-27,7556.32,7563.44,7328.87,7328.87,1289488237.4471543,-0.2352911715204818,-0.1756858440175146,8205.4745
2018-05-31,7326.64,7451.23,7111.07,7380.85,1772428207.794572,-0.1771572608066497,-0.1115138397682978,8159.156
2018-06-03,7460.17,7567.51,7460.17,7567.51,1531230053.8451543,-0.1298682184714905,-0.0791363667338376,8126.6395
2018-06-07,7639.88,7639.88,7463.65,7605.58,1562705992.3836496,-0.0728102374424436,-0.1294367582033311,8070.098999999999
2018-06-11,7613.78,7613.78,6767.5,6767.5,2788497500.783952,-0.1550447604659584,-0.1733038528254867,7999.164
2018-06-15,6880.13,6880.13,6334.1,6644.72,2354179149.4928327,-0.0933499980215231,-0.0366159364502187,7986.536499999999
2018-06-19,6406.81,6677.53,6406.81,6677.53,1750367371.2555826,-0.0952898378912998,-0.0569019916897585,7966.392
2018-06-23,6708.68,6714.38,6088.58,6088.58,2932411240.2020984,-0.1954315223897953,-0.0814889685083914,7939.383500000001
2018-06-27,6169.44,6241.85,6069.87,6069.87,3248018159.5091834,-0.2019188543148583,-0.1112043365957371,7901.411
2018-06-30,6117.04,6182.26,5879.99,6182.26,2341618860.2006936,-0.0864780199482821,-0.2172095237612881,7815.638000000001
2018-07-03,6366.5,6595.55,6312.88,6595.55,3392521918.120933,-0.00739986034024,-0.1854751266452771,7740.544499999999
2018-07-07,6497.61,6603.29,6497.61,6603.29,4742128037.640009,-0.011117883408985,-0.2469742878614576,7632.258500000001
2018-07-11,6759.84,6759.84,6303.38,6303.38,4358427107.61466,0.0352791619720855,-0.3164748581361482,7486.334000000001
2018-07-15,6373.23,6373.23,6230.59,6246.14,3709146622.835988,0.0290401606624195,-0.3302179048493238,7332.3595000000005
2018-07-19,6349.7,7334.77,6349.7,7334.77,4843025304.5135565,0.1864221174780744,-0.1959825270069551,7242.965500000001
2018-07-23,7442.8,7442.8,7331.87,7395.87,5717881945.865358,0.1213424202682111,-0.2283002586637758,7133.5655
2018-07-27,7705.0,8422.37,7705.0,7929.08,3429994449.907072,0.2007771883409632,-0.1160386803033243,7081.522499999999
2018-07-31,8145.33,8197.59,8145.33,8185.92,3497813384.6209693,0.2986556418937141,-0.0587618446424443,7055.969999999999
2018-08-03,7738.25,7738.25,7540.63,7540.63,6834800615.470859,0.2072463953737828,-0.080728236474485,7022.860000000001
2018-08-07,7411.67,7411.67,6926.12,6926.12,6927841831.688437,-0.0557140851042364,-0.1352402831708139,6968.701000000001
2018-08-11,6711.73,6711.73,6166.59,6166.59,6731245061.318041,-0.1662116830068672,-0.1585892504574374,6910.587000000001
2018-08-15,6205.22,6318.41,6205.22,6212.23,7179484727.419351,-0.2165257507806707,-0.1583313574994751,6852.156
2018-08-19,6267.77,6566.72,6267.77,6382.06,5616965845.869809,-0.220361303311051,-0.1566499416584847,6792.883500000001
2018-08-23,6475.49,6475.49,6242.88,6336.66,6759411527.692144,-0.1596643781752983,-0.1668406617246811,6729.4375
2018-08-27,6521.07,6736.04,6521.07,6728.29,5215045899.16829,-0.0285628894676961,-0.005793867750277,6727.477000000001
2018-08-31,6911.1,7075.98,6911.1,7024.15,6587864491.268964,0.139065512706374,0.0571024813686655,6746.4485
2018-09-03,7027.63,7305.27,7027.63,7305.27,6640164154.549976,0.1759496992223406,0.0940078142666525,6777.835499999999
2018-09-07,7260.9,7359.46,6498.28,6498.28,6558109770.577363,0.0182104210866083,0.0672899099625856,6798.3205
2018-09-11,6397.82,6397.82,6181.19,6308.14,4504626593.565221,-0.0045007937935757,0.0392545474614778,6810.2339999999995
2018-09-15,6278.92,6500.01,6278.92,6500.01,5350596522.1363,-0.0339283829918151,0.051397061915869,6826.121499999999
2018-09-19,6530.22,6530.22,6250.12,6347.07,4472798160.224327,-0.0963931578909903,-0.0376738861808341,6813.6975
2018-09-23,6383.75,6753.83,6383.75,6747.03,5159534298.571353,-0.0764160667572863,0.0217679368920644,6820.8845
2018-09-27,6711.03,6711.03,6441.31,6462.8,3788299697.410916,-0.0054599063136706,0.0252911929790049,6828.855500000001
2018-09-30,6704.7,6704.7,6606.07,6606.07,2294291064.4914503,0.0472294527388421,0.0576243888225367,6846.852000000001
2018-10-03,6626.04,6626.04,6524.61,6524.61,2035903501.1612608,0.0037846095621389,-0.1104547245516902,6806.344
2018-10-07,6499.26,6621.19,6499.26,6589.12,1464404365.51708,0.0381357067119159,-0.109081149344161,6766.0065
2018-10-11,6584.83,6653.09,6582.46,6582.46,2070407901.701105,-0.0243914729888558,-0.1698330701670307,6698.6755
2018-10-15,6234.37,6328.55,6234.37,6328.55,1847113723.735372,-0.0207727300860308,-0.2268981372893944,6605.806999999999
2018-10-19,6659.88,6659.88,6517.51,6517.51,2625598930.5728407,-0.0134058524962646,-0.1356809709533553,6554.651
2018-10-23,6483.83,6532.68,6483.83,6512.59,2655159954.716826,-0.0018422557057049,-0.0597058670655431,6533.9745
2018-10-27,6472.8,6481.44,6458.19,6468.83,2698016930.8820057,-0.0182558520712933,0.0490125012365019,6549.086499999999
2018-10-31,6457.06,6481.32,6292.65,6331.78,1962209613.9889972,-0.0380830267103788,0.019244297136455,6555.064
2018-11-03,6366.72,6425.44,6366.72,6425.44,2675454291.399585,0.0153099841195849,0.0067971783405356,6557.233
2018-11-07,6388.19,6474.85,6351.06,6474.85,3408876943.856672,-0.0065454445025784,0.0218080187354221,6564.1425
2018-11-11,6574.8,6574.8,6413.78,6429.9,1672332107.6089764,-0.0126969454548805,-0.0443485640482202,6549.223
2018-11-15,6434.28,6434.28,5788.61,5788.61,5690409836.804629,-0.1051534821598342,-0.1758988632076479,6487.446
2018-11-19,5686.54,5686.54,5599.19,5638.86,2422604400.7507744,-0.1094352614904498,-0.2281106653142184,6404.1255
2018-11-23,4889.2,4889.2,4307.39,4307.39,3055231902.513544,-0.3296350133220448,-0.3371492148691652,6294.581
2018-11-27,4376.9,4376.9,3811.92,3811.92,4652103083.720623,-0.4112728480196452,-0.3957141090717707,6169.7699999999995
2018-11-30,3832.92,4279.48,3832.92,4279.48,4313265392.487118,-0.3344406600413693,-0.3416194744315779,6058.7435
2018-12-03,4009.69,4189.57,4009.69,4124.59,3242289555.8219714,-0.2874645208435185,-0.3501584195542194,5947.619499999999
2018-12-07,3878.84,3943.69,3466.76,3466.76,3672494312.317788,-0.3852019734485338,-0.4861798450577512,5783.606
2018-12-11,3408.52,3550.55,3408.52,3433.81,2614506143.32925,-0.2028095900301575,-0.4686807575663799,5632.1565
2018-12-15,3378.81,3438.1,3216.63,3216.63,2663819604.586118,-0.1561653969653088,-0.5130796373638185,5462.6845
2018-12-19,3221.98,3655.78,3217.05,3655.78,3898845061.80057,-0.1457420060381166,-0.4396937134939865,5319.243
2018-12-23,3687.75,4065.1,3687.75,3960.57,3568245607.7466927,-0.0397663767792677,-0.3989227696566461,5187.8155
2018-12-27,3941.62,4021.99,3759.18,3781.61,3568561115.826988,0.0908196702396473,-0.4255020159636367,5047.772999999999
2018-12-31,3587.7,3854.42,3587.7,3809.73,3109685385.4562902,0.1094760630320257,-0.398009022603914,4921.832
2019-01-03,3692.53,3872.17,3692.53,3872.17,3263469039.3230205,0.2037971417290767,-0.4058820009482149,4789.5650000000005
2019-01-07,3776.53,4013.52,3776.53,4013.52,3435733235.508936,0.097855997899217,-0.3837290540322667,4664.6115
2019-01-11,3989.67,3989.67,3623.85,3623.85,4144535969.992497,-0.0850180655814694,-0.4397982324469803,4522.3625
2019-01-15,3632.85,3648.05,3495.83,3648.05,3101461657.547051,-0.0353182903578105,-0.4238507970902336,4388.176
2019-01-19,3567.8,3620.98,3567.8,3597.79,2649449860.3668847,-0.0556312389591913,-0.4400710301551332,4246.7935
